0,0.45406207,-2.2442122,0.27381214,0.58696187,-1.5459657,0.10296465,1.3539834,0.68780726,0.91927636,-1.6427857,-0.75830317,-1.5348785,0.13687433,-0.75437254,-6.1134367,0.7254846,0.64784,-0.8041014,1.1898341,0.30225095,0.015531639,-2.3098657,0.17504661,0.034804016,-2.903044,0.51030487,-2.5484183,-9.566383,0.36062402,-4.268722,1.9487,-0.91160107,3.53221,-0.91956526,0.788519,1.7264333,-3.6366742,1.275694,-2.9441564,-0.038997546,0.53458226,1.7669668,0.2903496,-2.6964736,5.977422,-2.0310552,-0.743521,-0.17388426,-1.7839568,-0.8271673,3.2178674,1.1882411,1.5739207,-0.77760875,-0.79814017,-0.7441784,0.045151986,0.061552286,-2.0257926,-3.74555,-0.84259665,-0.29941782,2.3251717,-1.9724628,1.8478875,-0.09882215,-0.6364204,0.2821081,-1.7679106,0.91851735,-1.6747352,1.2681754,0.1938301,-1.2007322,1.4808409,0.104305804,0.9140871,-0.74786234,-0.79870105,-1.232619,0.095159255,0.06773161,0.6251673,-1.378035
1,-0.6788825,-1.8780365,-0.6290892,1.1793429,-1.2925856,-0.18283324,0.029711407,1.4669466,-0.15592588,-0.84222084,-1.4659237,0.14957352,-1.9998262,-0.055957835,-4.0837817,1.4050516,0.55738634,0.19317454,1.1717403,-0.48598424,-1.0562329,-0.15753485,-1.3960462,-0.12056187,-2.7986286,-1.5316315,-5.144072,-9.400763,0.41382846,-5.9158597,2.2294016,0.044834208,2.9246104,0.8328198,-1.8909059,4.9055657,0.041934136,9.728844,2.0743592,-3.9278185,4.3145328,-0.31660855,-2.156284,-5.473493,2.2075016,-1.2816663,1.653533,-0.6225815,-1.8625917,1.2935213,0.9794875,4.081945,0.7865427,-0.59628135,-0.6980814,0.093295805,-1.4408011,-2.9167914,-1.0868925,-4.3051105,-1.9230499,-3.7543223,2.4884746,-1.5247525,3.480222,1.218773,0.5243658,-0.75558394,-1.9452844,0.6327347,-1.3642204,-0.07079223,1.8303123,0.4635303,-0.67831254,-1.5564573,1.8061004,1.7372453,-0.8236738,-2.3774722,-0.44947007,0.5016769,3.8672488,-1.9197521
2,-0.19935079,0.70641404,-2.5905607,-0.6724524,-1.7121354,-0.7588076,0.9217176,-0.20259045,0.6856261,-0.6401208,-0.0069188625,0.8291963,-2.7114258,-0.16222145,5.0982003,-1.8729719,-1.2592242,-1.8111517,0.3507349,0.97086173,-0.19654731,-2.0014915,1.4237231,-0.5828478,-0.27676585,-0.38490468,-4.9426975,-5.7798543,-1.6946138,-1.6526284,1.12644,-1.6124675,-1.3278214,0.01600865,-1.7185123,1.6569933,-2.2424846,0.63273036,5.297858,-3.01844,0.62668633,0.2232623,-0.5572911,-1.7250313,-0.024381708,-0.56290704,0.280059,-0.23627527,-0.8999823,-1.9000266,1.0815661,1.0266669,1.7242178,0.90588504,-0.81751996,-1.1629806,0.2335221,0.868848,-2.2425652,-3.4548829,-0.7890671,-1.3835816,1.6637692,2.5892215,-0.35658267,-0.04529883,1.0192266,-2.2106488,-2.1745453,-1.2165735,-0.3674167,0.66528845,0.7401387,-0.34517813,-0.33697733,-0.11950537,1.0398195,0.25532365,-1.4577622,-0.8724245,0.263716,0.0056172144,0.9415677,-1.7475483
3,1.832406,-3.5077994,-5.02918,9.642977,5.9936557,0.9413781,0.99074084,0.19408374,9.213992,2.054703,-5.1390967,-2.1164052,-6.6102695,2.354038,-5.6330514,4.3499217,-1.0224481,-3.2026517,3.581856,1.987999,-2.8348787,0.30191648,-6.179063,1.5074991,-5.17571,-2.6060019,-6.6111937,-6.094397,2.4976532,5.5725794,2.7792623,-2.445978,1.2657757,0.5738306,-4.4795256,3.4092145,-1.6359396,8.872761,5.1756053,-7.252106,2.5669973,1.3979795,2.407177,-4.350098,1.0154151,-1.4696368,1.6209757,-0.55214745,-4.8398166,-5.7081494,1.3186758,4.3686314,0.93332225,-1.2585356,-2.8526695,0.2336345,1.490639,-1.6975653,-3.2841244,-5.4448876,-3.1721265,-5.9259353,3.1641595,-2.4619496,2.5019727,2.591523,1.1807673,2.3887122,2.3232844,-4.387988,-4.0405655,-0.6801496,1.7009706,0.75087565,0.921917,-2.2993722,4.3459296,-0.43207112,3.2734075,-3.8971589,-2.972358,4.985235,2.6861758,-2.6589677
4,1.5817995,-0.4354398,-2.354878,2.1387048,0.5193952,-0.83208877,0.9640466,2.3613534,2.5639467,-1.9960732,1.3612854,-1.1861125,3.265602,-3.8709788,-9.205023,1.6649134,-2.492728,-0.70726097,5.1471453,0.7858576,-1.2848533,0.7083139,-1.3229884,-1.2618155,-3.6026988,0.3042734,-5.1464057,-9.035294,2.215188,-4.205687,3.7392232,1.1956563,2.7136292,-0.9872723,-2.329752,3.3232636,-2.692184,6.2436566,-4.4250484,-4.2961297,1.3379962,2.2173698,3.0214376,-1.7188205,4.1863236,-0.7983661,-1.1123757,-0.55689293,-1.5540409,0.25681078,1.2561157,-3.428831,1.6814816,-0.6306611,-1.9306633,-0.35649276,-1.9183049,0.26594642,-2.4533343,-2.7238216,-1.6670029,-4.0537724,2.3358154,-3.1648426,3.0869474,2.5644479,-0.23569836,1.0790644,-2.886088,-0.46432218,-0.6468845,0.6018802,-0.19910069,-2.9505618,1.0013452,-0.8213735,2.1118853,0.628089,0.6978206,-1.3081969,-0.77513605,1.1016338,1.0162375,-2.078858
5,-1.6885321,-0.31535134,-1.7276536,1.5080605,-2.1286893,0.85184914,-1.181632,0.7146898,-0.36794984,-2.1428988,-2.1521654,-1.061833,-0.42011344,-0.33512622,-4.78508,0.58005065,-1.0009474,0.6018601,2.1680057,0.23286738,-2.2932167,-2.673106,-0.5695235,-0.20428106,-1.4928426,-0.4115147,-0.3823108,-8.775791,-0.28501418,-5.635498,0.89235777,-0.39289927,3.9044492,-1.1174914,-0.19856922,4.534277,-3.1827137,3.0528998,-2.6241038,-1.2553929,0.6832933,2.1023562,-0.5873042,-8.79472,2.630536,0.60112906,1.2557131,1.3093117,-1.840422,-1.5459057,1.8226,2.252961,1.1249374,-0.20212315,0.20320903,-3.566716,-2.124668,0.23806919,-2.5130165,-4.6779947,-1.4617938,-1.9714904,3.8676317,-1.147915,4.3793497,0.36168283,1.7045513,-1.164362,-2.8212216,1.0956135,-2.09337,9.517445,2.9373133,-4.0397816,0.9665751,0.5517264,4.025745,-1.2921057,0.2736647,-4.9673157,-0.36988354,0.8407858,3.1321013,-0.5864539
6,5.0813503,-4.152095,1.4369305,-0.94756985,1.7201923,-0.58532697,-0.7373662,0.94215196,1.2484605,2.9976377,-0.8331228,-3.3635468,9.422249,9.606151,-4.407543,8.556672,-2.8912086,-7.0071173,0.70142615,7.0677924,-4.3793106,-1.6388165,8.985031,0.32621264,-2.0191717,-2.9669218,-9.262028,-9.288046,-0.045045167,-10.066935,-1.5677689,-0.13813443,1.9593593,3.967831,-4.47929,3.20262,-1.5612868,2.6610205,-3.8931339,-4.993116,-0.06751796,2.234591,4.033631,-1.9648963,2.4609509,-0.95080596,-1.0247985,1.0690262,1.0472019,-4.873642,1.5775973,0.50819075,2.3935819,0.39440852,0.6933553,-1.694523,-1.3826119,0.77259135,-0.4178541,-6.3066015,-3.2867756,-4.184654,1.653408,-3.290285,3.0640783,1.4756634,0.47877538,1.510011,-2.262846,-2.043086,1.753091,-4.277112,-0.44983432,-0.94452816,1.5695087,-0.0058445074,1.9937929,-0.030503279,-0.062173814,-2.742429,-3.031982,2.4584324,0.15498218,-0.00905939
7,-1.233703,-1.6428391,-2.3534975,1.0379936,-2.6124463,-0.25735816,0.42792493,0.6819115,0.68202657,-1.472775,-1.1275661,-2.2976086,-0.2350672,-0.43478805,-3.7758,0.09766158,-2.2306561,0.5627451,2.2455535,-0.041787274,-1.3119551,-1.3640196,-0.9373074,-1.361667,-2.8670583,0.25510898,-3.3303156,-8.812294,0.79405344,-4.9599175,3.2434058,-0.6910756,3.296374,-0.6258854,-1.0608845,4.636443,-1.3526441,3.4029493,-2.959142,-2.7668233,1.542226,2.7051497,-0.07684654,-4.057688,4.221623,-0.14722614,0.22359233,0.55039406,-0.073828615,0.43685177,1.596947,0.3932006,1.0536245,-0.8501174,-1.9092222,-0.89987344,-2.485208,-0.821303,-2.578979,-1.1753983,-1.0154134,-2.7531672,4.0006356,-1.5702673,5.9449725,1.9593742,2.7467146,-1.1775049,-1.8670704,0.16307198,-2.7250018,3.7012892,2.257228,-2.5356119,0.94238555,-1.4677833,1.8434583,0.31379792,0.17363293,-3.3329663,-1.3350627,0.22572988,2.2707505,-1.3160077
8,3.5232222,-1.248873,1.9041697,-1.1676747,0.121955186,0.26400924,-0.3627659,-0.37135234,-1.7019514,0.49521095,-1.0912871,-0.09157564,0.26255167,0.03455991,0.32857445,0.10898095,0.7670056,0.31496018,0.5246226,-1.6978127,-0.48469797,-0.3137157,0.80703837,-0.31903303,0.98734576,-0.38470352,1.3395575,-0.960257,-0.40340963,-0.63007414,-0.1400264,-1.1073419,0.31160653,-1.1038929,1.4899894,-1.5231544,-0.071921974,-0.4197731,-1.367241,-2.4671562,-0.5722783,-2.0995853,0.8793735,0.40789735,-0.85111123,-0.33131853,-0.32330525,-0.15101843,-0.17304158,-0.6477483,-0.5861982,-4.2809896,-9.980007,-1.9470329,-3.0276816,1.1761034,-1.6254147,6.2851267,6.923526,6.475451,-6.0362773,-4.5442786,-1.864895,0.539875,-0.87449867,1.4092641,-2.704129,-2.4394996,-0.46686774,1.127786,-2.6958969,-2.2105443,-3.3072019,-0.6653243,2.8255255,-1.0851449,2.5614846,2.2582905,4.5633864,-2.1005137,-1.3773866,0.96210593,-0.44690576,-3.3218772
9,0.13492316,-2.034931,-0.4279124,2.0394738,-0.78442574,-0.4767666,0.32200027,0.7754408,0.5258844,-1.1628717,-1.4727098,-2.0297146,-1.5067114,0.027929462,-5.656458,1.6385839,-1.13174,2.5443394,1.541448,0.10606369,-1.3512474,-0.9917494,-3.9388795,2.0532858,-4.4298806,1.4603425,-1.8820474,-7.374157,3.189365,-3.1931455,3.4593694,-0.7566241,0.16600332,-0.31639326,-0.44686165,6.2412972,-1.6140795,2.6323526,-2.1604073,-2.5485778,0.27890855,1.2846578,0.60974306,-3.2616212,9.977958,-0.8707905,0.59269637,0.4724729,0.089934506,-2.3608744,1.2684432,1.5829368,3.0155952,-0.5455655,0.62832654,-1.7720464,-0.47670874,-0.4718378,-1.2748322,-3.3996503,-0.41071308,-0.39988798,2.2508228,-0.55520594,5.5342374,-0.2377677,0.269935,-1.2362536,-1.9196192,-1.5554799,-0.6117132,0.73726434,0.43705252,-0.74593204,0.25982744,-0.3236882,1.6948127,0.3138892,-2.3358867,-0.42478555,-2.1349957,1.6327368,0.13134015,-1.601525
10,-1.9056689,-1.3003602,-1.6206229,1.44716,-2.5433364,0.21268566,-1.03739,2.8479826,0.19335578,0.55983245,-2.3484306,-4.009093,-1.361105,0.0278674,-0.9776298,-0.6827243,-3.9462924,0.9602065,2.4744694,-0.1255969,-1.8395029,-0.053189315,-2.617229,1.5004554,0.47451967,0.9034425,0.6876251,-5.0364895,-0.5849787,-7.8017426,0.3276949,-2.6315017,2.7890987,0.46708816,-1.7252221,6.025442,-1.3796084,4.941413,-1.6891856,-2.9862418,1.541115,1.9477882,-0.46052593,-5.2685595,5.611258,0.411978,1.3018751,0.604876,-1.4527137,-1.6858888,1.5088308,0.9464743,1.3412931,-0.56655264,-2.475621,-0.017259233,-3.1398697,-0.31713837,-1.8324919,-3.323769,-2.186048,0.098328546,3.602776,-2.2982354,3.783317,0.3966893,1.4650831,-1.736808,-2.4163868,-1.0594877,-0.10420702,1.6887408,-0.1500611,-1.8113422,1.1576238,-1.0928288,2.0301807,-0.2966036,-0.9439231,-2.4151866,-0.6455709,-0.15902133,1.6430889,-2.8970158
11,-0.05645491,-1.1496624,1.0122253,0.74076056,-0.4181887,-0.8123458,0.050900113,1.1540627,-0.85424364,-0.2198776,-1.1030376,-0.9692,-0.11134845,0.036198024,-2.012085,0.65702724,-0.5314814,0.562966,-0.05117827,-0.5486589,-0.30209664,-3.5738919,-1.1180418,0.059375014,-0.91491926,0.34383523,-0.45383066,-8.955365,2.8943474,-0.9098387,1.2612079,-0.090721965,0.3106287,-0.99118465,-0.40531662,1.3711312,-2.2426608,1.9033363,-0.8061211,-2.4241188,-1.6670052,1.4893639,0.4083162,-1.3758173,2.8586872,-0.14293067,-0.1748609,0.19574992,-0.04034552,-2.3818498,9.212299,-0.4665024,1.3239064,-1.2002283,-0.44556403,1.4659662,0.7896847,0.840146,-3.3280323,0.44907773,-0.3943259,-0.16845492,1.7024319,-1.1727052,0.51090384,-0.43854564,-1.6040814,-0.46691865,-2.1744993,-0.64482963,-2.1123908,1.4543597,-0.42283496,-0.494019,0.67066073,0.09597817,1.7643234,-0.3646509,-0.58217674,-1.0477781,-1.2318689,0.5558962,1.8093276,-1.8164799
12,-0.11907158,-1.1629994,-1.0814592,1.7323335,-0.3491216,-0.8648359,0.1193789,0.7224077,0.87137747,-0.7456143,-0.39330706,-1.8715565,-1.0530621,-0.6227219,-4.529023,0.9504956,-0.8365067,-0.1853061,1.57562,-0.8539295,-1.0015212,-2.9545848,-1.3219086,0.8463494,-2.0301025,-1.2272947,-0.9680227,-9.438951,1.7138271,-2.536377,2.4764812,-0.9580676,1.9115832,-0.24890625,-0.1572055,2.0089064,-1.2759254,0.053972058,-2.042181,-1.7138983,-0.5388274,2.6678514,-0.097115956,-2.104647,2.8395936,1.1484064,-0.03570515,0.34703723,-0.35285154,-1.9089079,2.1198924,0.8681099,1.0325449,0.8242763,0.54067135,-1.8565568,0.42248148,0.3074044,-2.610657,-3.6320393,-0.012947403,-0.74963737,4.795416,0.045046307,1.1650722,-0.21020791,-0.40754125,0.3036388,-1.1479608,-0.12537177,-3.1519215,-0.45432794,1.4156657,-1.1174906,0.39163795,-0.6821446,1.8058133,0.20166948,-0.5493804,-0.6296061,-1.2714099,-0.33999717,1.1024303,-1.2146107
13,0.807323,-0.5622138,-2.8711896,1.7200184,-2.5491087,3.858139,-0.24577832,1.500922,0.42675197,-2.2120476,0.1140368,-2.5562372,-0.842879,-1.8903433,-5.3425875,2.3960037,1.436609,-0.56247354,8.969963,-1.0603945,1.0111376,-2.966075,-2.1146798,1.9341959,-4.0195966,1.1267065,-5.1384,-8.342874,0.7204114,-4.6202965,2.1832948,0.10523315,2.049011,-1.3262565,-0.40220988,3.4733167,-0.7262365,2.2276394,-1.9155209,-3.818243,3.1179485,1.7502927,0.8794663,-3.7762325,2.6067727,0.44437164,0.81249434,0.34214845,0.6923054,-0.85671556,1.3007666,0.37301648,1.6656367,-0.64100045,0.69080323,-1.4997727,-2.1737082,1.7812046,-2.2128308,-3.0792549,-1.440877,-1.6002954,2.3994904,-0.64702064,2.4092422,-0.059904635,1.4859861,0.5278415,-2.074058,-1.1031941,-0.81825817,1.9869515,3.9788408,0.21349719,2.262515,0.24583471,-1.1966552,-1.3621145,-2.8294506,-2.366146,-0.11316429,0.6155812,1.6377617,-2.8217444
14,0.16849536,-2.8166876,-1.1826594,5.575983,-1.4030592,1.4992287,-1.0253043,3.836591,1.4210833,-2.3147976,0.5288364,4.747916,-2.4465618,-3.405457,-10.199158,2.4975533,-0.27423027,1.3771485,2.8640451,0.30386353,-2.8355,-0.9593722,1.5242844,-2.0754738,-2.9941614,0.45573395,-7.063501,-9.898954,1.6452323,-6.394623,2.1286619,2.0730252,3.0371518,-0.33083624,-0.40344077,3.7143452,-2.3402562,2.347798,-4.9447384,-2.587857,2.498454,2.6240866,2.0971835,-2.836134,10.224202,-3.5193853,0.057491682,-0.64705545,-1.7306099,1.006067,2.2092733,0.22592986,0.85608304,-2.4503498,-1.8449994,0.4030496,-4.1700144,-0.46445352,-2.8129327,-2.8734982,-4.137262,-5.5555468,5.3827486,-3.319497,2.146153,0.5598379,0.67895824,-0.17680535,-3.0249305,-0.3351562,-2.53126,1.3051304,1.4649312,-2.4083328,1.4302297,-0.9037059,2.5102112,3.1415153,-2.5013313,-2.5245128,-1.8356739,-4.12209,0.55346507,-1.1389805